"","income","members","rooms","dwelling","prov","roof","wall","dwelling.own","water","toilet","toilet.share","electricity","landline","cellphone.use","refuse.removal","street.light","radio","hifi","tv","satelite","video","computer","camera","cellphone.own","tv.les","gas.stove","microwave","fridge","washer","district.council","head.absent","head","head.educ","head.age"
"4810",6.92864669114531,3,4,"flatlet","Western.Cape","cardboard","cardboard","yes","com.borehole","na","na","na","not.working","na","na","working","na","na","yes","yes","na","yes","yes","na","na","yes","yes","yes","yes","Ugu","no","female",0,51
"4811",5.7037824746562,3,4,"flatlet","Western.Cape","wattle","wattle","yes","com.borehole","na","na","na","not.working","na","na","working","yes","yes","yes","yes","yes","yes","yes","na","na","yes","yes","na","yes","Ugu","no","female",9,34
"4812",6.73099712397926,2,4,"shack","Western.Cape","cardboard","cardboard","yes","com.borehole","na","na","na","not.working","na","na","working","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Ugu","no","male",7,39
"4813",7.09007683577609,1,1,"flatlet","Western.Cape","cardboard","cardboard","no","com.borehole","na","yes","na","not.working","na","na","working","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Ugu","no","male",10,42
"4814",5.83350378456801,4,3,"flatlet","Western.Cape","cardboard","cardboard","yes","com.borehole","na","na","na","not.working","yes","na","working","na","na","na","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","Ugu","no","male",11,32
"4815",4.81722452452667,1,2,"flatlet","Western.Cape","cardboard","wattle","yes","com.borehole","na","na","na","not.working","na","na","no","yes","yes","na","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Ugu","no","female",9,26
"4816",7.57688845118146,2,4,"flatlet","Western.Cape","cardboard","cardboard","yes","com.borehole","na","na","na","not.working","yes","na","working","na","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Ugu","no","male",10,22
"4817",7.457351521197,1,2,"flatlet","Western.Cape","cardboard","cardboard","no","com.borehole","na","na","na","not.working","yes","na","working","yes","yes","yes","yes","yes","yes","yes","yes","na","yes","na","na","yes","Ugu","no","male",0,59
"4821",7.019267282162,4,3,"flatlet","Western.Cape","cardboard","cardboard","yes","com.borehole","na","na","na","not.working","yes","na","working","na","na","na","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","Ugu","no","male",4,57
"4822",5.63069252005418,3,1,"shack","Western.Cape","cardboard","cardboard","yes","com.borehole","na","na","yes","not.working","yes","na","working","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Ugu","no","male",9,28
"4823",7.74000677517563,3,-3,"na","Western.Cape","rock","na","yes","na","na","yes","na","na","yes","na","working","na","na","na","yes","yes","yes","yes","yes","na","yes","na","na","na","Ugu","no","male",12,34
"4824",6.90180510306328,9,2,"backyard.house","Western.Cape","cardboard","na","yes","na","na","na","na","not.working","yes","na","working","na","yes","yes","yes","yes","yes","yes","yes","na","yes","na","na","na","Don't Know","no","female",7,49
"4825",7.35211184745308,2,5,"na","Western.Cape","cardboard","na","yes","na","na","yes","na","not.working","yes","na","working","na","yes","na","yes","yes","yes","yes","yes","na","na","na","na","na","Don't Know","no","female",2,66
"4827",5.82375537306118,6,2,"flatlet","Western.Cape","cardboard","cardboard","yes","com.borehole","bucket","na","na","not.working","yes","na","working","na","na","na","yes","na","yes","yes","yes","na","na","na","na","yes","Central Karoo","no","female",11,49
"4828",4.67098352896052,5,2,"flatlet","Western.Cape","tile","cardboard","yes","com.borehole","bucket","na","na","not.working","yes","na","working","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Central Karoo","no","female",5,51
"4830",6.28218939467835,2,2,"flatlet","Western.Cape","cardboard","wattle","yes","com.borehole","bucket","na","na","not.working","na","na","working","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Central Karoo","no","female",10,21
"4834",6.14440813883416,4,-3,"flatlet","Western.Cape","cardboard","wattle","yes","com.borehole","bucket","na","na","not.working","yes","na","working","na","yes","na","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","Central Karoo","no","female",9,26
"4838",6.59475539854607,4,7,"na","Western.Cape","rock","na","no","na","na","na","na","not.working","na","na","working","na","na","yes","no","na","yes","yes","na","yes","yes","yes","yes","yes","Central Karoo","no","male",12,51
"4839",7.74409346838858,4,6,"na","Western.Cape","rock","plastic","yes","na","na","yes","na","na","na","na","working","na","na","na","na","na","na","na","na","na","na","na","na","na","Central Karoo","no","male",16,76
"4840",6.61692584341062,2,4,"flatlet","Western.Cape","iron","na","no","neighbour","na","yes","yes","not.working","yes","na","no","na","yes","na","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","Ugu","no","male",0,57
"4842",6.29980090794364,4,2,"na","Western.Cape","iron","na","no","na","na","na","na","not.working","yes","na","no","na","yes","na","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","Ugu","no","male",2,58
"4845",6.74110767796638,1,1,"na","KwaZulu.Natal","concrete","na","no","dam","pit.ventilation","na","yes","not.working","yes","yes","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Xhariep","no","male",0,19
"4849",7.07326971745971,1,1,"na","KwaZulu.Natal","iron","plastic","no","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","Xhariep","no","male",4,53
"4850",6.80350525760834,1,1,"na","KwaZulu.Natal","cardboard","na","no","na","pit.ventilation","no","yes","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Xhariep","no","male",4,32
"4851",7.15461535691366,1,1,"na","KwaZulu.Natal","cardboard","na","no","priv.borehole","na","na","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Xhariep","no","male",4,37
"4852",6.86484777797086,1,1,"na","KwaZulu.Natal","cardboard","plastic","no","priv.borehole","na","na","na","not.working","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","Xhariep","no","male",0,34
"4853",6.68461172766793,1,1,"na","KwaZulu.Natal","cardboard","plastic","no","priv.borehole","na","na","na","not.working","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Xhariep","no","male",0,43
"4857",4.16456428430849,4,2,"na","KwaZulu.Natal","cardboard","plastic","no","well","pit.ventilation","na","yes","not.working","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Xhariep","no","male",0,30
"4863",5.91144226692966,4,4,"hut","KwaZulu.Natal","iron","brick","yes","neighbour","bucket","yes","na","not.working","yes","yes","no","na","yes","na","yes","yes","yes","yes","yes","yes","yes","yes","na","yes","Cacadu","no","male",0,66
"4864",5.57578848764022,9,6,"hut","KwaZulu.Natal","cardboard","thatching","yes","yard","chemical","yes","na","not.working","na","yes","not.working","yes","na","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Cacadu","no","male",0,63
"4866",5.84354441703136,6,5,"hut","KwaZulu.Natal","cardboard","plastic","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","na","yes","yes","na","yes","Chris Hani","no","female",3,57
"4867",4.43993389689305,12,3,"hut","KwaZulu.Natal","concrete","brick","yes","priv.borehole","chemical","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","yes","na","na","yes","na","yes","Chris Hani","no","female",0,73
"4868",5.23997233073569,7,3,"na","KwaZulu.Natal","cardboard","plastic","yes","na","chemical","yes","na","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","na","yes","yes","na","yes","Chris Hani","no","female",6,71
"4869",5.41412718692262,9,4,"na","KwaZulu.Natal","cardboard","na","yes","com.borehole","chemical","yes","na","not.working","na","yes","no","na","na","na","yes","na","yes","yes","na","na","yes","yes","yes","na","Chris Hani","no","female",7,57
"4870",5.48067109343813,8,3,"na","KwaZulu.Natal","cardboard","plastic","yes","na","chemical","yes","na","not.working","na","yes","no","na","na","yes","yes","yes","yes","yes","na","na","yes","yes","na","yes","Chris Hani","no","male",6,82
"4871",6.12029741895095,4,5,"na","KwaZulu.Natal","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","na","na","yes","yes","yes","yes","yes","na","yes","yes","na","yes","Chris Hani","no","female",3,44
"4872",5.22420939439431,7,2,"hut","KwaZulu.Natal","cardboard","brick","yes","com.borehole","chemical","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Chris Hani","no","female",3,42
"4873",6.67203294546107,3,6,"na","KwaZulu.Natal","rock","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","na","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Chris Hani","no","female",4,58
"4874",6.24831861622707,2,4,"hut","KwaZulu.Natal","cardboard","plastic","yes","priv.borehole","chemical","yes","na","not.working","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","Chris Hani","no","female",0,105
"4876",4.64264593516725,7,2,"hut","KwaZulu.Natal","concrete","brick","yes","priv.borehole","chemical","na","na","not.working","na","yes","no","yes","na","na","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Chris Hani","no","female",2,50
"4877",5.16326195698663,6,2,"hut","KwaZulu.Natal","cardboard","plastic","yes","priv.borehole","chemical","yes","yes","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","na","yes","yes","Chris Hani","no","female",0,55
"4878",7.68856620344674,5,4,"na","Eastern.Cape","iron","plastic","yes","na","chemical","na","na","not.working","na","yes","no","na","na","na","yes","yes","na","na","yes","yes","yes","yes","yes","yes","Boland","no","female",12,40
"4879",2.12026353620009,12,8,"na","Eastern.Cape","cardboard","plastic","no","na","pit.ventilation","yes","yes","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Boland","no","female",12,23
"4880",6.40246983559176,3,4,"flat","Eastern.Cape","cardboard","plastic","yes","neighbour","chemical","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Boland","no","female",0,88
"4881",4.24849524204936,4,4,"na","Eastern.Cape","plastic","cardboard","yes","neighbour","chemical","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","yes","na","yes","yes","na","yes","Boland","no","female",0,48
"4882",4.664713455891,5,1,"hut","Eastern.Cape","cardboard","na","no","spring","chemical","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Boland","no","female",12,39
"4883",6.17147057417883,2,2,"flat","Eastern.Cape","cardboard","plastic","yes","neighbour","chemical","yes","na","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Boland","no","female",4,71
"4884",5.85793315448346,1,2,"na","Eastern.Cape","cardboard","na","yes","spring","chemical","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Boland","no","male",11,19
"4885",8.57076561512992,3,5,"flat","Eastern.Cape","cardboard","brick","yes","spring","chemical","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","na","na","na","na","yes","na","yes","Boland","no","male",12,33
"4886",5.19295685089021,5,3,"na","Eastern.Cape","cardboard","plastic","yes","na","pit.ventilation","yes","yes","not.working","na","yes","not.working","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Boland","no","female",8,34
"4889",6.25382881157547,2,2,"hut","Eastern.Cape","cardboard","brick","yes","yard","pit.ventilation","yes","yes","not.working","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Waterberg","no","male",0,67
"4890",5.73657229747919,5,5,"hut","Eastern.Cape","cardboard","brick","yes","na","pit.ventilation","yes","yes","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Waterberg","no","female",4,74
"4899",5.57025108203168,4,5,"hut","Eastern.Cape","cardboard","brick","yes","na","pit.ventilation","yes","yes","not.working","yes","yes","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Waterberg","no","male",3,58
"4900",7.78762658293725,5,6,"na","KwaZulu.Natal","rock","plastic","yes","na","na","yes","na","not.working","na","na","no","na","na","na","yes","na","yes","yes","na","na","yes","na","na","yes","Capricorn","no","female",15,38
"4901",7.62015106927509,4,5,"na","KwaZulu.Natal","rock","na","no","na","na","yes","na","not.working","na","na","no","na","na","na","yes","na","yes","yes","na","na","yes","na","na","yes","Capricorn","no","male",13,43
"4902",7.8285822884051,4,4,"na","KwaZulu.Natal","rock","plastic","yes","na","na","yes","na","not.working","na","na","not.working","na","na","na","na","na","yes","na","na","na","yes","na","na","na","Capricorn","no","male",13,38
"4903",8.90591798247253,1,5,"na","KwaZulu.Natal","rock","na","yes","na","na","na","na","not.working","na","na","no","na","na","na","na","na","yes","yes","na","na","yes","na","na","yes","Capricorn","no","male",13,-9
"4904",8.28851874787772,4,4,"na","KwaZulu.Natal","rock","plastic","yes","na","na","yes","na","not.working","na","na","no","na","na","na","na","na","yes","yes","na","na","yes","na","na","yes","Capricorn","no","male",12,43
"4905",7.10001588614072,6,5,"na","KwaZulu.Natal","rock","na","yes","na","na","yes","na","not.working","na","na","working","na","na","na","na","na","na","na","na","na","yes","na","na","na","Capricorn","no","female",12,55
"4906",7.22972731643691,6,4,"na","KwaZulu.Natal","rock","na","yes","na","na","yes","na","not.working","na","na","no","na","na","na","yes","na","yes","yes","na","na","yes","na","na","yes","Capricorn","no","female",13,39
"4907",7.7550532091238,4,4,"na","KwaZulu.Natal","rock","na","yes","na","na","yes","na","not.working","na","na","no","na","na","na","na","na","na","yes","na","na","yes","na","na","na","Capricorn","no","female",13,38
